nameOfCamp,amountReached,goalOfCamp,category,dateCreated,peopleDonated,numberOfDays,locationCity,locationState,socialMediaShares,NumberOfFbComments,NumberOfUpdates
Help Feed 100 Families in Toronto,$305,"$5,000",Volunteer," June 30, 2016",5,2,Toronto,ON,41000,,
Lothlorien TRC:  Save Our Center!,"$35,885","$115,000",Volunteer," March 24, 2015",202,18,EAST AURORA,NY,1100,,15
Jesse - Bernie Delegate to Philly,"$2,435","$4,000",Volunteer," June 23, 2016",93,3,PELL CITY,AL,442000,,1
Send a ProBernie Delegate 2 the DNC,"$3,000","$3,000",Volunteer," June 22, 2016",30,3,GOLDEN VALLEY,AZ,247000,,4
Egberto Democratic Convention Fund,"$3,637","$4,000",Volunteer," June 20, 2016",100,3,KINGWOOD,TX,404000,2,3
Volunteer Anti Poaching Trip,"$2,450","$6,000",Volunteer," February 5, 2015",24,19,Henley Beach South,SA,7300,,20
Sumita (& Team)'s Greece Crisis,,,Volunteer," March 2, 2016",59,6,London Colney,ENG,466000,,17
Bialystock Cemetery PhaseII,$650,"$18,000",Volunteer," September 2, 2016",5,22,GROTON,MA,26000,,1
Help save our neighborhood!,"$21,468","$50,000",Volunteer," March 23, 2016",94,6,COLORADO SPRINGS,CO,101000,,18
Learning & Fun for Refugee-Youth!,"$10,650",$22.60,Volunteer," April 16, 2014",135,29,WHITE PLAINS,NY,1500,,33
Volunteer Trip to Rebuild Nepal,"$1,405","$3,500",Volunteer," May 25, 2016",31,4,PORTLAND,OR,154000,,18
Nicholas Morrow's Eagle Project,"$5,450","$8,925",Volunteer," December 22, 2015",54,9,FRISCO,TX,177000,,3
My Volunteer Trip,$110,"$4,700",Volunteer," September 20, 2016",4,4,WHEELING,WV,85000,,
Dulcepamba Water Justice Project,"$3,319","$8,000",Volunteer," July 11, 2016",48,2,SILVER SPRING,MD,120000,,
Send 4 BV Teen Council Reps to DC!,$455,"$1,100",Volunteer," March 4, 2016",12,6,BEAVERTON,OR,160000,,5
Tsebiyah in Tanzania!,"$3,120","$7,950",Volunteer," January 9, 2016",73,8,STONY POINT,NY,470000,,13
"""SAVE A LIFE FROM DRUGS ADDICTION""",,,Volunteer," July 24, 2016",17,2,44600,,367000,,6
Women on #RoadToNiagara,"$3,620","$10,000",Volunteer," June 13, 2016",39,3,Atlin,BC,644000,,2
Peggy's Promise ,"$5,219","$10,000",Volunteer," September 9, 2014",119,24,Gosford,NSW,243000,1,3
Malibu Labor Exchange -New Trailer,"$8,830","$25,000",Volunteer," February 23, 2016",31,7,MALIBU,CA,219000,1,3
Marggie -> Delegate#1-CA49-Bernie  ,"$5,438","$5,411",Volunteer," May 21, 2016",73,4,VISTA,CA,307000,3,3
Meredith & Hugo's Home Makeover,"$15,600","$15,000",Volunteer," April 16, 2016",75,5,Collingwood,VIC,328000,,3
Thousands of Bernie Delegates Unite,"$1,591","$2,500",Volunteer," June 26, 2016",33,3,JACKSONVILLE,FL,642000,,15
Meghan's YWAM to New Zealand,"$2,485","$7,500",Volunteer," September 1, 2016",21,24,OMAHA,NE,124000,,
Educating & Treating Slum Children,"$5,380","$6,600",Volunteer," February 13, 2015",45,19,SAN RAMON,CA,417000,,9
Aid For Vulnerable Refugees,$200,"$2,000",Volunteer," September 20, 2016",4,4,CULVER CITY,CA,17000,,
Send Hannah on Workshop!!,"$1,319","$2,800",Volunteer," March 4, 2016",29,6,HIGHLAND PARK,IL,122000,,
Thanksgiving homeless feed,$200,"$1,000",Volunteer," August 2, 2016",5,1,PITTSBURG,CA,119000,,1
San Miguel Bernie2016 Delegate Fund,$550,$700,Volunteer," April 3, 2016",26,5,TELLURIDE,CO,114000,2,2
SEA Senior Project 2016,$785,"$1,000",Volunteer," August 25, 2015",23,13,TRACY,CA,109000,2,8
Closet Strike (Uniforms),"$3,400","$1,000",Volunteer," July 2, 2014",25,27,ATLANTA,GA,107000,,9
I need your help,$120,$700,Volunteer," September 2, 2016",2,23,GLENDALE,AZ,32000,,
Pop Warner Storage Shed,"$2,610","$16,000",Volunteer," April 7, 2016",28,5,SUAMICO,WI,105000,,1
Bond for Release of Asylum Seeker,"$4,100","$5,000",Volunteer," May 9, 2016",43,4,SALINAS,CA,81000,,2
Eagle Scout Project for Synergy,$775,$750,Volunteer," February 10, 2016",23,7,PLATTE CITY,MO,64000,,1
Brent's Outreach Mission to Haiti,"$1,525","$1,750",Volunteer," August 15, 2016",11,1,PUYALLUP,WA,65000,,7
Maddie's MEDLIFE Trip to Peru,$705,"$1,500",Volunteer," March 23, 2016",11,6,COLUMBIA,MO,61000,,
Computers for Highland- Tanzania,$195,"$5,000",Volunteer," September 19, 2016",5,5,WEST BLOOMFIELD,MI,18000,,
Dominican Republic Immersion Trip,$500,"$1,200",Volunteer," September 17, 2016",4,8,BENNINGTON,NE,16000,,
Amputees United of Central FL,$670,"$2,000",Volunteer," March 1, 2016",10,6,ORLANDO,FL,45000,,4
Wyatt Phillips Eagle Scout Project,$375,"$2,000",Volunteer," August 6, 2016",16,1,ELK GROVE,CA,43000,,
Help Rebuild Lalita Aunty's Home,"$1,215","$10,000",Volunteer," February 25, 2016",11,7,HAYWARD,CA,33000,,4
Reaching out for Ecuador,$650,"$2,000",Volunteer," May 24, 2016",4,4,CAMPBELL,CA,17000,,
Please help us pay for our wedding,"$1,775","$4,168",Newlyweds," November 19, 2015",13,10,ONTARIO,OR,73000,,15
Help get my wife to the USA,$570,$500,Newlyweds," July 12, 2016",10,2,HOUSTON,TX,165000,,3
Help us have our Intl Wedding!,$200,"$5,000",Newlyweds," September 6, 2016",7,19,SEFFNER,FL,123000,3,9
Help us still get married,"$8,038","$8,000",Newlyweds," September 1, 2014",132,25,WEST HEMPSTEAD,NY,400000,3,2
Help Us Live Together,"$2,000","$2,000",Newlyweds," August 16, 2016",29,1,ALLENDALE,MI,33000,,5
Help Send Us To Paradise!,"$2,500","$6,000",Newlyweds," September 18, 2015",18,12,SAN DIEGO,CA,120000,,2
Help us bring 7 to our wedding,$560,"$3,528",Newlyweds," April 10, 2016",14,5,VAN NUYS,CA,186000,1,9
Help us get on the same Hemisphere!,$745,"$3,000",Newlyweds," October 1, 2012",21,48,BOSTON,MA,178000,4,7
Give us our Dream honeymoon!,"$2,000","$2,000",Newlyweds," January 19, 2015",26,20,Courtenay,BC,251000,,4
Callie's and Camilo's wedding fund ,"$2,570","$3,000",Newlyweds," July 22, 2016",39,2,BROOKLYN,NY,96000,,
Melina & Erik's Dream Honeymoon,"$4,845","$8,000",Newlyweds," March 11, 2016",25,6,STANTON,CA,75000,,
Destinee and Anthony's Honeymoon!!,"$1,420","$7,500",Newlyweds," July 7, 2016",14,2,MISSOULA,MT,71000,,
Help Me to Marry My Beautiful Emma ,,,Newlyweds," January 12, 2016",477,8,Central Ward,ENG,2500,45,1
Honey moon fund and gifts ,$740,"$1,000",Newlyweds," August 20, 2016",14,1,SHAWNEE,OK,184000,,
"We gotta get outta this slum, elope",$580,"$4,000",Newlyweds," May 2, 2016",14,4,LONG BEACH,CA,133000,5,7
Moses and Taina's Marriage Covenant,"$3,655","$2,800",Newlyweds," May 29, 2016",26,3,COSTA MESA,CA,361000,1,
Honeymoon Fund,$700,"$2,000",Newlyweds," December 6, 2015",8,9,FISHERS,IN,18000,1,3
Here Comes The Ayalas,$175,$700,Newlyweds," September 22, 2016",7,3,CITRUS HEIGHTS,CA,49000,,4
Tracy and Rick - Believe in Good,"$2,255","$1,600",Newlyweds," August 19, 2016",36,1,ESCONDIDO,CA,140000,3,
I'm Getting Married,$271,"$5,000",Newlyweds," August 2, 2016",11,1,GREENSBORO,NC,105000,,1
Our Happily Ever After ,"$4,055","$10,000",Newlyweds," September 11, 2014",26,24,DALLAS,TX,389000,,21
Tracey and Steph's Wedding Fund,"$1,560","$2,500",Newlyweds," July 2, 2015",32,15,BEDFORD,TX,234000,,
Wedding,$760,"$2,500",Newlyweds," July 1, 2016",19,2,WILMINGTON,DE,121000,,7
Make Me a Match to Marry Andy Guest,$833,"$5,000",Newlyweds," April 12, 2016",11,5,KLAMATH FALLS,OR,393000,,2
Our Marriage,$570,"$5,000",Newlyweds," February 9, 2016",9,7,,,368000,,4
Wedding and Honeymoon Fund for Nerds ,"$3,455","$5,000",Newlyweds," February 25, 2015",44,19,PLANO,TX,196000,,3
Grant A Wish for our Wedding,"$3,895","$5,000",Newlyweds," June 24, 2014",33,27,CHICAGO,IL,323000,,21
Opher and Tziporah's Wedding Fund,"$2,041","$2,000",Newlyweds," November 17, 2014",28,22,TelAviv,IL,149000,,2
Rocko Honeymoon Fund,$10,"$2,500",Newlyweds," September 16, 2016",1,9,LOWELL,AR,7000,,
Matthew and Brittni's Wedding Fund,$170,$400,Newlyweds," July 19, 2016",3,2,ABILENE,TX,276000,,1
Samia & David's American Wedding!,"$1,021","$1,250",Newlyweds," August 15, 2015",20,13,NEW HAVEN,CT,218000,,14
Coachella Honeymoon 2015,"$1,350","$2,000",Newlyweds," January 13, 2015",29,20,NORTHRIDGE,CA,194000,,27
Patrick's Ugandan Wedding,$690,$800,Newlyweds," August 13, 2016",14,1,CHATSWORTH,CA,37000,,3
Josh and Sami's First House!!!,$220,"$8,000",Newlyweds," July 16, 2016",3,2,IRONTON,OH,60000,,
Cory & jessies wedding,$25,"$3,000",Newlyweds," September 2, 2016",3,23,NORMAN,OK,64000,,9
The Woolven-Finnie Honeymoon Fund,,,Newlyweds," June 19, 2014",25,27,Sovereign Ward,ENG,171000,,5
Julie & Jeff's Family Reunification,"$3,895","$8,000",Newlyweds," October 21, 2014",33,23,SAN DIEGO,CA,148000,,2
Alexis & Zach Wedding/Honeymoon ,$125,"$4,500",Newlyweds," January 18, 2016",2,8,TAMPA,FL,63000,,2
Help with Fairytale Wedding ,$350,$500,Newlyweds," August 3, 2016",6,1,LAS VEGAS,NV,61000,1,3
The Castro Wedding,$250,"$3,000",Newlyweds," February 10, 2016",4,7,HOUSTON,TX,3000,,3
Honeymoon Fund,$215,"$2,500",Newlyweds," September 11, 2016",3,14,LUBBOCK,TX,25000,,4
Honeymoon for Jordan & Miranda,$150,"$2,000",Newlyweds," April 1, 2016",2,5,,,,,
Our wedding fund,$120,"$1,000",Newlyweds," September 18, 2016",3,7,CRAIGVILLE,IN,23000,,
Time For a Wedding! ,$250,"$2,500",Newlyweds," August 7, 2016",1,1,WALNUT,CA,35000,,1
Jordan and Taylor Honeymoon Trip,"$1,150","$1,000",Newlyweds," August 10, 2016",6,1,SEATTLE,WA,22000,,
Adam & Charlotte's Honeymoon!,"$1,795","$3,200",Newlyweds," September 13, 2014",15,24,COLUMBUS,GA,156000,,14
Honeymooners,$710,"$3,000",Newlyweds," April 19, 2016",5,5,FORT WORTH,TX,73000,,2
Lare and Vivs Honeymoon Fund,"$3,200","$4,300",Newlyweds," October 5, 2015",15,11,SANTA ANA,CA,53000,,1
Annette & Ryan's Honeymoon Fund,$200,"$3,000",Newlyweds," June 27, 2016",3,3,SPOKANE,WA,3000,,
Tim & Emily's Honeymoon Fund,$225,"$1,500",Newlyweds," May 31, 2016",3,3,GALVESTON,TX,35000,,
The Watkins Honeymoon,"$1,190","$3,000",Newlyweds," July 8, 2015",21,14,KANSAS CITY,MO,69000,,
Almost there :),"$2,370","$7,500",Newlyweds," August 9, 2015",19,13,SAN DIEGO,CA,80000,,2
Wedding Gift - Keeping the house.  ,"$3,440","$10,000",Newlyweds," December 17, 2012",30,45,TACOMA,WA,175000,1,3
The Blair Hitch Honeymoon Fund,$750,"$3,000",Newlyweds," May 18, 2015",13,16,JACKSONVILLE,FL,142000,,10
Engagement Ring and Wedding Funds,$35,"$6,000",Newlyweds," August 16, 2016",2,1,AUSTIN,TX,23000,,1
The Maxwell's Honey Fund!!!,$50,"$5,000",Newlyweds," September 19, 2016",1,6,MYRTLE BEACH,SC,6000,,
Honeymoon Fund,"$1,090","$3,500",Newlyweds," February 3, 2015",15,20,RED OAK,TX,79000,,4
Reception & Honeymoon,$690,"$3,500",Newlyweds," March 17, 2014",12,30,STANTON,CA,163000,5,1
Mazza Wedding ,$320,$600,Newlyweds," June 30, 2016",4,2,LITITZ,PA,56000,2,3
Justin and Madison's Honeymoon 2k16,$650,"$2,000",Newlyweds," February 17, 2016",8,7,CLARKSVILLE,TN,47000,,
Evans-Redfield Wedding,"$1,045","$5,000",Newlyweds," April 26, 2015",8,17,POMONA,CA,122000,,5
Wedding &  Honeymoon,"$2,340","$3,000",Newlyweds," February 25, 2015",18,19,CLARKSTON,MI,70000,,6
Nana Ofosu Budu &Maiya; Eubank Wedding ,"$2,050",$1,Newlyweds," October 20, 2013",20,35,CHICAGO,IL,106000,,1
Jessie and Lee's Wedding/Honeymoon!,$110,"$1,000",Newlyweds," March 26, 2016",3,6,,,31000,,
Funding for Engagement Ceremony,$140,"$6,000",Newlyweds," September 16, 2016",2,9,BROOKLYN,NY,19000,,
In Lieu of a Wedding Gift,"$4,050","$2,500",Newlyweds," January 19, 2016",12,8,LEWISVILLE,TX,48000,,
Joey & Robert's Wedding!,$805,$1,Newlyweds," May 25, 2015",33,16,CHICAGO,IL,526000,1,2
Our First Home,"$5,265","$15,000",Newlyweds," February 19, 2015",19,19,HOUSTON,TX,470000,,27
Getting to Teal and Ale's Wedding,"$1,690","$2,200",Newlyweds," June 10, 2016",47,3,MONROE,NY,435000,1,1
Get Gus & Jessie To Their Wedding!!,"$3,708","$3,500",Newlyweds," August 10, 2016",111,1,BURBANK,CA,441000,10,2
Post Tragedy Honeymoon,"$6,242","$5,000",Newlyweds," March 9, 2016",87,6,SAN MARCOS,CA,421000,,2
Abigail & Matthew Fire damage fund,$820,"$2,000",Newlyweds," April 23, 2016",19,5,AMES,IA,413000,,3
Chris & Hannah's Honeymoon,"$3,395","$5,000",Newlyweds," January 18, 2016",50,8,HELOTES,TX,414000,,1
Tying The Knot of Our Love...,$786,"$10,000",Newlyweds," January 18, 2016",9,8,KILAUEA,HI,407000,1,1
Make Me a Match to Marry Andy Guest,$833,"$5,000",Newlyweds," April 12, 2016",11,5,KLAMATH FALLS,OR,393000,,2
Peppard's Stolen Wedding Funds,"$4,000","$3,500",Newlyweds," June 11, 2016",63,3,NACOGDOCHES,TX,393000,1,1
STOP.........in the Name of Love!!!,"$1,395","$4,790",Newlyweds," July 10, 2015",17,14,KAPAA,HI,256000,,3
Thousands lost after venue closes,"$2,980","$5,000",Newlyweds," July 19, 2016",23,2,DALLAS,GA,248000,2,1
"Wit's End, on Disability, Job Loss",$720,$26.10,Newlyweds," February 29, 2016",11,6,,,240000,,18
Cayla & Colin Love Fund,"$2,663","$3,000",Newlyweds," September 5, 2016",52,20,COLUMBUS,OH,195000,,
Tracey and Steph's Wedding Fund,"$1,560","$2,500",Newlyweds," July 2, 2015",32,15,BEDFORD,TX,234000,,
Salena and Corey's Big day,$450,"$1,000",Newlyweds," June 20, 2016",9,3,ATLANTA,GA,226000,1,1
Mark & Sarah's Honeymoon Fund,"$3,700","$2,500",Newlyweds," December 14, 2015",30,9,ROCHESTER,MN,231000,,5
Help Send Us To Paradise!,"$2,500","$6,000",Newlyweds," September 18, 2015",18,12,SAN DIEGO,CA,120000,,2
 Crystal & Adam Honeymoon Fund,"$1,065","$4,000",Newlyweds," January 21, 2016",14,8,SEBASTOPOL,CA,217000,2,1
Erik and Yana's Love Fund,"$1,165","$1,500",Newlyweds," January 26, 2016",21,8,POTTSVILLE,PA,215000,,1
Help us to our dream wedding!,"$2,525","$8,000",Newlyweds," October 7, 2014",15,23,PHOENIX,AZ,99000,,14
Kyle's Farewell to Bachelor Life,"$2,100","$5,024",Newlyweds," September 21, 2016",4,4,SOUTH PASADENA,CA,23000,,
Wedding Gifts,$210,"$5,000",Newlyweds," July 18, 2016",4,2,TAMPA,FL,172000,,1
Meagan & Danny Are Getting Married!,$250,"$3,000",Newlyweds," March 17, 2016",4,6,RANGELY,CO,176000,1,2
Help us have a great HalloWedding!,"$2,574","$5,000",Newlyweds," January 25, 2015",18,20,SNELLVILLE,GA,91000,,8
Brittanie's Honeymoon Fund,"$5,905","$6,500",Newlyweds," October 14, 2015",118,11,AUSTIN,TX,175000,1,
Catie Mae's Wedding Ceremony,"$7,464","$5,000",Newlyweds," May 19, 2016",85,4,SALT LAKE CITY,UT,176000,,
Help us get married!,$535,"$1,500",Newlyweds," February 9, 2016",9,7,WESTMINSTER,CO,62000,2,1
Maria and Davids Wedding,"$3,370","$5,000",Newlyweds," March 28, 2016",44,6,PALM SPRINGS,CA,82000,,2
Our Wedding + Honey Moon,"$1,810","$15,000",Newlyweds," January 11, 2016",15,8,SAVANNAH,GA,169000,,5
Happy 50th Marci and Wayne!,$825,"$3,330",Newlyweds," January 26, 2016",12,8,KENMORE,WA,168000,,1
Help us get married!,$535,"$1,500",Newlyweds," February 9, 2016",9,7,WESTMINSTER,CO,62000,2,1
Maria and Davids Wedding,"$3,370","$5,000",Newlyweds," March 28, 2016",44,6,PALM SPRINGS,CA,82000,,2
Help get my wife to the USA,$570,$500,Newlyweds," July 12, 2016",10,2,HOUSTON,TX,165000,,3
Help us Buy our First HOME! ,"$2,800","$18,000",Newlyweds," August 8, 2015",17,13,TENAFLY,NJ,76000,,
Janara and A.J.'s Wedding Fund,"$5,025","$5,000",Newlyweds," August 29, 2015",63,13,PICKERINGTON,OH,157000,,1
Love Has No Bounds,"$2,690","$6,000",Newlyweds," June 21, 2016",20,3,REXBURG,ID,156000,,1
The McMaster Honeymoon Fund,$790,"$1,200",Newlyweds," July 1, 2016",9,2,REDDING,CA,157000,,2
Josh and Dess - Wedding and Moving,"$1,030","$15,000",Newlyweds," July 18, 2016",9,2,TULSA,OK,159000,,8
Bring Lori Home,$115,"$3,000",Newlyweds," August 25, 2016",5,1,HOLCOMBE,WI,155000,3,3
Honeymoon!,$730,"$3,000",Newlyweds," January 25, 2016",13,8,SAN ANTONIO,TX,149000,,3
Loved Ones Needed at Our Wedding!!!,"$1,501","$1,301",Newlyweds," January 8, 2016",17,8,PORTLAND,OR,154000,1,9
Help us Buy our First HOME! ,"$2,800","$18,000",Newlyweds," August 8, 2015",17,13,TENAFLY,NJ,76000,,
Malakai Ruiz Amy Ste Croix Wedding,"$2,160","$7,500",Newlyweds," March 1, 2016",15,6,PENSACOLA,FL,154000,,3
Wedding and Reception Help,$773,"$1,500",Newlyweds," April 22, 2016",19,5,HOLLYWOOD,FL,150000,,6
Au and Jason's wedding! ,"$2,505","$3,000",Newlyweds," May 18, 2016",16,4,BALLWIN,MO,150000,,5
Help with wedding costs,$770,"$2,000",Newlyweds," July 17, 2016",16,2,KENAI,AK,154000,,7
Justin and Clayton's Honeymoon,$670,"$1,100",Newlyweds," March 31, 2014",17,30,JACKSONVILLE,AR,145000,,2
Ed and Jen's Renaissance  Wedding,"$1,906","$6,000",Newlyweds," February 1, 2015",19,20,GAITHERSBURG,MD,145000,,4
Epic Wedding Moon Tour Fund,"$12,761","$16,000",Newlyweds," April 12, 2016",92,5,WILMINGTON,DE,106000,,1
Epic Wedding Moon Tour Fund,"$12,761","$16,000",Newlyweds," April 12, 2016",92,5,WILMINGTON,DE,106000,,1
Help Moon Get To America,$370,"$2,000",Newlyweds," August 11, 2016",8,1,BOWIE,TX,147000,2,2
Ed and Jen's Renaissance  Wedding,"$1,906","$6,000",Newlyweds," February 1, 2015",19,20,GAITHERSBURG,MD,145000,,4
David & Ruth Wedding Registry ,"$2,500","$2,500",Newlyweds," January 12, 2016",14,8,10438,,147000,,
Justin and Clayton's Honeymoon,$670,"$1,100",Newlyweds," March 31, 2014",17,30,JACKSONVILLE,AR,145000,,2
Wedding Gift/ Home Downpayment Fund,"$7,330","$10,000",Newlyweds," April 2, 2016",50,5,,,100000,,1
Mengjia & Isaac's Post-Wedding Need,"$1,280","$5,000",Newlyweds," February 20, 2016",8,7,MENA,AR,138000,,6
An International Love Story,"$1,510","$3,500",Newlyweds," June 2, 2016",30,3,LAKE IN THE HILLS,IL,142000,1,1
Amanda & Matts Honeymoon,$120,"$3,000",Newlyweds," July 20, 2016",2,2,DENVER,CO,143000,,
Shook Wedding,$850,"$2,600",Newlyweds," February 14, 2016",11,7,SEATTLE,WA,139000,,2
Tracy and Rick - Believe in Good,"$2,255","$1,600",Newlyweds," August 19, 2016",36,1,ESCONDIDO,CA,140000,3,
Tiff & Stephen's Honeymoon Fund,$450,$750,Newlyweds," March 15, 2016",8,6,GULF SHORES,AL,142000,,8
Help Fund Our Honeymoon!,$670,"$2,500",Newlyweds," March 18, 2015",19,18,ORLANDO,FL,138000,,3
Honeymoon Treasure Chest,"$2,265","$2,800",Newlyweds," March 18, 2015",26,18,EL CAJON,CA,139000,,6
Our Magical wedding,$652,"$2,000",Newlyweds," February 8, 2015",10,19,AUSTIN,TX,140000,,2
"Thank You for Your Service, Husband!",$605,"$1,500",Newlyweds," April 24, 2015",8,17,BROOKLYN,NY,146000,,4
Missy & Indy's HoneyFund,$235,"$3,000",Newlyweds," July 20, 2016",5,2,GWYNN OAK,MD,,,
,"$1,855","$5,000",Newlyweds," March 23, 2016",27,6,GRAND RAPIDS,MI,134000,1,
A Dad's Love & Fight For His Angel,$300,"$5,500",Newlyweds," July 28, 2016",4,1,PHOENIX,AZ,134000,,1
Soulmates,$305,"$5,000",Newlyweds," September 7, 2016",6,18,JACKSONVILLE,FL,96000,,2
Help Us Fund Our Honeymoon!,"$2,275","$2,500",Newlyweds," October 8, 2015",18,11,PORTLAND,OR,45000,,6
Gabe&Rizzy;'s Wedding/Honeymoon,"$2,635","$5,000",Newlyweds," May 5, 2016",10,4,DENVER,CO,130000,,
Wedding Adventure,"$1,685","$1,500",Newlyweds," July 22, 2016",26,2,MOUNT HOLLY,NC,129000,,5
Allie and Evey wedding/honeymoon ,"$1,190","$1,000",Newlyweds," July 8, 2016",31,2,OOLITIC,IN,129000,1,1
A Memorable Honeymoon,$470,"$3,000",Newlyweds," July 18, 2016",10,2,JACKSONVILLE,FL,128000,,4
Leonard Love Celebration ;0,$555,"$1,600",Newlyweds," March 16, 2016",10,6,FORT LEE,VA,127000,,
Trip to My Sisters Wedding ,$550,"$1,000",Newlyweds," March 7, 2016",5,6,DAYTON,OH,123000,1,2
MAGGIE & ETHANS LAWYER FEES ,$689,"$5,000",Newlyweds," May 4, 2016",18,4,SAN DIEGO,CA,127000,,3
Evans-Redfield Wedding,"$1,045","$5,000",Newlyweds," April 26, 2015",8,17,POMONA,CA,122000,,5
K&C;'s Medieval Honeymoon Adventure!,"$3,525","$8,500",Newlyweds," August 10, 2015",53,13,GREENWOOD,IN,88000,,3
MAGGIE & ETHANS LAWYER FEES ,$689,"$5,000",Newlyweds," May 4, 2016",18,4,SAN DIEGO,CA,127000,,3
25th Wedding Anniversary,$265,"$1,300",Newlyweds," May 13, 2016",6,4,KIRKLAND,WA,118000,,6
Tramaine and Kendra Honeymoon Fund,"$1,100","$3,000",Newlyweds," April 12, 2016",19,5,Casa Grande,AZ,117000,,1
Our Wedding Celebration ,$170,"$2,500",Newlyweds," March 12, 2016",4,6,THOMASVILLE,GA,120000,,4
To the Moon and Back,$540,$650,Newlyweds," July 23, 2016",10,2,SHENANDOAH,IA,117000,,56
Impatiently in Love,$270,"$2,500",Newlyweds," July 26, 2016",9,2,BIRMINGHAM,AL,118000,,1
My Transgender Cousin's Wedding,$730,"$10,000",Newlyweds," July 12, 2016",12,2,LOS ANGELES,CA,118000,2,2
Odd Little Love Story,$380,"$1,500",Newlyweds," July 10, 2016",6,2,SAN ANTONIO,TX,118000,1,1
Wedding,$760,"$2,500",Newlyweds," July 1, 2016",19,2,WILMINGTON,DE,121000,,7
Wedding for LAShonda and Jordan,$745,"$1,000",Newlyweds," July 17, 2015",7,14,LONG BEACH,MS,121000,,
Honeymoon instead of gifts! :),"$1,420","$2,000",Newlyweds," June 5, 2015",21,15,LITTLETON,CO,116000,,1
Adriane & Deborah's Honeymoon Dream,"$1,380","$8,000",Newlyweds," April 19, 2015",20,17,VENTURA,CA,113000,1,3
Katie and Scott's Wedding,$915,"$10,000",Newlyweds," February 16, 2016",11,7,,,108000,,1
Cheapest wedding ever,$830,"$1,000",Newlyweds," May 25, 2016",9,4,RICHMOND,VA,108000,1,1
HELP SOUL MATES UNITE,$140,"$2,000",Newlyweds," July 24, 2016",4,2,GORDON,PA,108000,,3
Gerrick & Amber Phillips Honeymoon ,$450,"$3,500",Newlyweds," August 10, 2016",6,1,HUNTLEY,MT,109000,1,1
Fern and John's Honeymoon Fund,$395,"$5,000",Newlyweds," August 7, 2016",7,1,LANCASTER,CA,71000,,4
Steve and Kelsey's Honeymoon,$200,$750,Newlyweds," August 16, 2016",4,1,KIRKLAND,WA,71000,,
Help Billy stay!! Immigration fees,$700,"$2,000",Newlyweds," July 15, 2016",8,2,COPIAGUE,NY,108000,,
Pencils and Pads for Girls ,"$2,200","$2,000",Newlyweds," July 21, 2015",23,14,PORTLAND,OR,108000,,4
